965	2967	0
981	2962	1
976	2985	2
983	2977	3
960	2957	4
997	2985	5
988	2953	6
986	2950	7
978	2976	8
970	2964	9
995	2947	10
987	2944	11
995	2938	12
999	2933	13
965	2941	14
972	2937	15
966	2940	16
982	2921	17
994	2921	18
997	2925	19
974	2937	20
991	2937	21
989	2927	22
981	2921	23
995	2922	24
980	2930	25
961	2926	26
987	2916	27
984	2911	28
969	2900	29
988	2911	30
967	2905	31
973	2896	32
965	2892	33
991	2890	34
979	2865	35
987	2885	36
963	2866	37
977	2868	38
984	2889	39
995	2883	40
982	2858	41
999	2867	42
970	2879	43
965	2874	44
992	2851	45
972	2859	46
978	2868	47
970	2848	48
993	2857	49
992	2829	50
966	2825	51
961	2848	52
967	2844	53
978	2836	54
978	2825	55
994	2807	56
992	2805	57
997	2838	58
971	2801	59
988	2819	60
985	2820	61
964	2812	62
985	2818	63
990	2795	64
990	2795	65
989	2802	66
970	2779	67
968	2805	68
967	2776	69
991	2789	70
997	2792	71
992	2779	72
990	2774	73
972	2790	74
965	2756	75
988	2765	76
978	2760	77
990	2761	78
993	2766	79
963	2764	80
977	2738	81
961	2749	82
996	2740	83
978	2747	84
960	2760	85
987	2738	86
969	2737	87
999	2718	88
988	2723	89
974	2717	90
995	2728	91
984	2742	92
982	2712	93
962	2725	94
967	2717	95
993	2730	96
984	2703	97
963	2691	98
962	2721	99
984	2710	100
993	2684	101
991	2714	102
993	2699	103
968	2705	104
968	2696	105
980	2667	106
987	2694	107
967	2690	108
987	2660	109
994	2662	110
976	2661	111
978	2672	112
967	2683	113
990	2665	114
960	2646	115
978	2660	116
980	2661	117
970	2665	118
963	2649	119
964	2662	120
983	2627	121
982	2626	122
995	2623	123
996	2624	124
991	2639	125
975	2648	126
962	2627	127
981	2629	128
971	2639	129
962	2628	130
979	2617	131
977	2624	132
993	2621	133
991	2589	134
963	2610	135
980	2605	136
974	2616	137
965	2586	138
990	2604	139
983	2602	140
989	2569	141
970	2602	142
960	2594	143
990	2596	144
961	2580	145
983	2593	146
961	2559	147
992	2560	148
995	2580	149
998	2554	150
967	2569	151
969	2552	152
962	2566	153
971	2542	154
986	2567	155
977	2560	156
996	2561	157
964	2551	158
961	2522	159
971	2548	160
991	2532	161
968	2549	162
983	2509	163
982	2523	164
991	2532	165
984	2525	166
980	2509	167
980	2527	168
983	2511	169
985	2492	170
988	2511	171
964	2501	172
991	2492	173
973	2478	174
961	2477	175
983	2471	176
977	2477	177
980	2477	178
985	2479	179
981	2490	180
987	2468	181
991	2476	182
990	2481	183
973	2483	184
987	2483	185
983	2447	186
985	2480	187
967	2455	188
981	2471	189
991	2465	190
965	2460	191
986	2454	192
981	2460	193
974	2438	194
972	2435	195
981	2430	196
972	2416	197
962	2434	198
979	2428	199
982	2406	200
995	2420	201
966	2415	202
990	2408	203
972	2394	204
986	2422	205
994	2401	206
995	2398	207
982	2418	208
990	2392	209
965	2381	210
974	2381	211
984	2376	212
966	2398	213
988	2382	214
976	2401	215
960	2376	216
972	2370	217
968	2383	218
983	2386	219
973	2357	220
970	2369	221
993	2359	222
974	2375	223
979	2372	224
987	2346	225
964	2343	226
979	2340	227
966	2337	228
998	2361	229
973	2332	230
994	2342	231
996	2332	232
962	2352	233
965	2317	234
963	2341	235
969	2322	236
980	2336	237
979	2306	238
965	2325	239
978	2317	240
969	2299	241
994	2314	242
968	2299	243
977	2315	244
962	2313	245
999	2314	246
989	2288	247
979	2279	248
996	2300	249
983	2276	250
974	2284	251
963	2273	252
972	2285	253
994	2263	254
988	2260	255
973	2261	256
971	2260	257
994	2257	258
979	2265	259
962	2238	260
975	2240	261
985	2243	262
983	2245	263
974	2263	264
989	2226	265
982	2229	266
996	2231	267
995	2245	268
983	2242	269
967	2211	270
976	2218	271
964	2223	272
984	2206	273
979	2203	274
984	2232	275
969	2219	276
977	2206	277
990	2223	278
988	2224	279
974	2200	280
971	2193	281
980	2193	282
972	2200	283
962	2204	284
970	2190	285
978	2178	286
966	2170	287
984	2162	288
964	2178	289
968	2163	290
997	2185	291
960	2155	292
990	2165	293
966	2160	294
970	2144	295
963	2144	296
970	2139	297
978	2159	298
985	2158	299
993	2131	300
970	2139	301
973	2131	302
995	2124	303
987	2145	304
989	2138	305
960	2112	306
990	2123	307
999	2143	308
979	2108	309
971	2125	310
998	2111	311
983	2106	312
985	2095	313
975	2124	314
969	2117	315
961	2110	316
980	2097	317
985	2089	318
973	2099	319
965	2083	320
991	2100	321
982	2101	322
961	2099	323
985	2080	324
987	2070	325
964	2090	326
973	2054	327
972	2062	328
995	2074	329
991	2075	330
969	2066	331
972	2067	332
981	2067	333
974	2067	334
991	2029	335
975	2043	336
967	2061	337
961	2041	338
970	2030	339
996	2024	340
982	2036	341
988	2029	342
963	2039	343
993	2038	344
998	2033	345
984	2028	346
967	2010	347
969	1999	348
978	2016	349
991	2004	350
976	1998	351
979	2000	352
986	2003	353
995	1983	354
999	2000	355
964	2007	356
991	1982	357
963	1969	358
974	1992	359
991	1994	360
977	2009	361
979	2013	362
998	1998	363
973	2012	364
997	1988	365
979	1991	366
991	1969	367
1007	1965	368
1023	1940	369
1009	1977	370
1001	1981	371
1001	1991	372
999	1978	373
1016	1980	374
1019	1957	375
1013	1979	376
1010	1970	377
1033	1948	378
1040	1958	379
1024	1966	380
1022	1968	381
1024	1958	382
1040	1922	383
1061	1910	384
1068	1905	385
1049	1921	386
1073	1922	387
1070	1894	388
1072	1899	389
1046	1939	390
1083	1907	391
1055	1941	392
1073	1902	393
1093	1868	394
1094	1893	395
1090	1878	396
1097	1872	397
1083	1886	398
1086	1895	399
1072	1926	400
1083	1901	401
1099	1897	402
1089	1871	403
1083	1904	404
1104	1885	405
1101	1898	406
1118	1859	407
1094	1875	408
1135	1828	409
1111	1875	410
1117	1857	411
1130	1834	412
1110	1887	413
1125	1835	414
1150	1836	415
1127	1849	416
1139	1851	417
1128	1838	418
1155	1828	419
1135	1861	420
1137	1837	421
1168	1819	422
1155	1830	423
1139	1833	424
1141	1837	425
1152	1829	426
1171	1796	427
1163	1822	428
1190	1779	429
1190	1809	430
1173	1812	431
1174	1802	432
1198	1801	433
1184	1779	434
1183	1785	435
1188	1800	436
1195	1782	437
1198	1797	438
1204	1781	439
1215	1764	440
1195	1778	441
1226	1748	442
1219	1756	443
1228	1734	444
1209	1766	445
1233	1739	446
1232	1756	447
1211	1750	448
1211	1784	449
1222	1755	450
1213	1752	451
1234	1748	452
1240	1751	453
1234	1729	454
1249	1711	455
1242	1744	456
1267	1713	457
1254	1709	458
1267	1693	459
1272	1693	460
1275	1701	461
1260	1720	462
1269	1710	463
1265	1720	464
1269	1728	465
1290	1676	466
1283	1692	467
1284	1708	468
1288	1704	469
1292	1700	470
1284	1709	471
1303	1687	472
1278	1683	473
1300	1676	474
1312	1674	475
1302	1680	476
1313	1676	477
1291	1673	478
1312	1663	479
1328	1637	480
1300	1689	481
1317	1656	482
1330	1653	483
1328	1648	484
1325	1656	485
1334	1626	486
1318	1670	487
1332	1657	488
1333	1631	489
1350	1621	490
1343	1655	491
1344	1651	492
1360	1631	493
1341	1651	494
1374	1620	495
1346	1624	496
1346	1618	497
1367	1606	498
1380	1610	499
1362	1624	500
1366	1609	501
1383	1616	502
1360	1609	503
1398	1598	504
1384	1599	505
1372	1621	506
1380	1601	507
1401	1592	508
1405	1561	509
1412	1555	510
1388	1592	511
1390	1583	512
1390	1581	513
1403	1566	514
1401	1595	515
1400	1563	516
1401	1567	517
1418	1568	518
1425	1570	519
1427	1540	520
1410	1569	521
1448	1542	522
1447	1521	523
1446	1535	524
1429	1560	525
1425	1555	526
1431	1552	527
1464	1515	528
1452	1544	529
1449	1519	530
1442	1553	531
1446	1546	532
1440	1544	533
1455	1519	534
1453	1516	535
1485	1510	536
1490	1478	537
1473	1518	538
1489	1496	539
1484	1503	540
1477	1518	541
1468	1497	542
1484	1488	543
1486	1491	544
1506	1492	545
1482	1516	546
1506	1489	547
1507	1491	548
1522	1463	549
1488	1497	550
1522	1468	551
1532	1442	552
1498	1486	553
1515	1463	554
1522	1470	555
1513	1456	556
1522	1448	557
1512	1487	558
1530	1449	559
1516	1448	560
1531	1433	561
1558	1433	562
1551	1424	563
1537	1450	564
1563	1400	565
1532	1459	566
1550	1427	567
1571	1417	568
1555	1416	569
1549	1415	570
1549	1449	571
1584	1379	572
1562	1409	573
1564	1410	574
1562	1427	575
1568	1425	576
1575	1390	577
1600	1378	578
1588	1394	579
1600	1379	580
1602	1373	581
1614	1351	582
1587	1410	583
1601	1377	584
1598	1366	585
1609	1368	586
1593	1387	587
1608	1375	588
1632	1359	589
1626	1350	590
1604	1368	591
1636	1328	592
1616	1348	593
1639	1324	594
1625	1353	595
1651	1343	596
1633	1366	597
1630	1355	598
1641	1336	599
1657	1317	600
1649	1328	601
1662	1313	602
1649	1315	603
1660	1326	604
1667	1316	605
1666	1313	606
1684	1276	607
1682	1298	608
1653	1332	609
1662	1305	610
1696	1276	611
1696	1279	612
1664	1315	613
1678	1313	614
1707	1261	615
1689	1307	616
1684	1305	617
1680	1290	618
1692	1298	619
1699	1293	620
1693	1270	621
1727	1267	622
1704	1283	623
1730	1250	624
1721	1252	625
1709	1278	626
1721	1243	627
1706	1285	628
1737	1259	629
1733	1239	630
1719	1266	631
1718	1276	632
1729	1248	633
1726	1234	634
1724	1271	635
1761	1223	636
1735	1255	637
1751	1219	638
1747	1226	639
1743	1227	640
1764	1205	641
1764	1216	642
1774	1190	643
1770	1227	644
1764	1232	645
1758	1215	646
1777	1206	647
1773	1223	648
1790	1192	649
1778	1203	650
1785	1179	651
1803	1177	652
1787	1212	653
1783	1179	654
1780	1212	655
1798	1190	656
1792	1190	657
1822	1145	658
1822	1143	659
1808	1152	660
1804	1167	661
1800	1192	662
1815	1170	663
1811	1157	664
1831	1133	665
1835	1164	666
1832	1155	667
1854	1134	668
1832	1152	669
1844	1137	670
1846	1134	671
1828	1137	672
1868	1121	673
1834	1135	674
1869	1130	675
1862	1109	676
1846	1125	677
1847	1130	678
1878	1107	679
1877	1117	680
1875	1090	681
1893	1093	682
1875	1101	683
1871	1124	684
1897	1065	685
1897	1088	686
1873	1098	687
1880	1091	688
1908	1068	689
1907	1084	690
1882	1115	691
1908	1073	692
1904	1075	693
1897	1077	694
1923	1046	695
1927	1056	696
1932	1061	697
1911	1061	698
1906	1058	699
1931	1044	700
1941	1033	701
1935	1036	702
1918	1063	703
1947	1032	704
1926	1040	705
1928	1054	706
1958	1032	707
1941	1037	708
1935	1040	709
1960	1010	710
1969	1007	711
1975	1022	712
1955	1031	713
1947	1039	714
1985	975	715
